,Complexity,PySR equation,Parameterized equation,Parameterization,"Parameters: (best-fit, +1, -1)",Correlation,"Parameterized equation, unscaled",RMSE,R2,NDF,Chi2 (before refit),Chi2,Chi2/NDF (before refit),Chi2/NDF
10,19,4.82*gauss(x1**2 - 0.366)*tanh(x0) - 0.243*exp(x0) + 8.72,a2*exp(x0) + a3*gauss(a1 + x1**2)*tanh(x0) + a4,"{'a1': -0.366, 'a2': -0.243, 'a3': 4.82, 'a4': 8.72}","{'a1': (-0.34555, 0.0339111, -0.0329225), 'a2': (-0.225085, 0.0132679, -0.0132814), 'a3': (4.90608, 0.135503, -0.135351), 'a4': (8.51867, 0.0748653, -0.074865)}","{'a1, a2': 0.2707, 'a1, a3': -0.1234, 'a1, a4': -0.03657, 'a2, a3': -0.6048, 'a2, a4': -0.6267, 'a3, a4': 0.2405}",a2*exp(x0) + a3*gauss(a1 + x1**2)*tanh(x0) + a4,0.9505,0.8096,224,235.4,225.8,1.051,1.008
11,20,-0.71*x0*x1 + 4.32*gauss(x0*(x1 - 0.63))*tanh(x0) + 8.36,a1*x0*x1 + a3*gauss(x0*(a2 + x1))*tanh(x0) + a4,"{'a1': -0.71, 'a2': -0.63, 'a3': 4.32, 'a4': 8.36}","{'a1': (-0.782012, 0.0503366, -0.0505638), 'a2': (-0.655104, 0.0159933, -0.0158167), 'a3': (4.81527, 0.120368, -0.120135), 'a4': (8.31471, 0.0582502, -0.058242)}","{'a1, a2': 0.4547, 'a1, a3': -0.5222, 'a1, a4': -0.4688, 'a2, a3': -0.2274, 'a2, a4': -0.1463, 'a3, a4': 0.1476}",a1*x0*x1 + a3*gauss(x0*(a2 + x1))*tanh(x0) + a4,0.8557,0.8457,224,202.4,185.7,0.9034,0.8292
12,21,-0.693*x0*x1 + 4.32*gauss(x0*(x1 - 0.645))*tanh(x0) + 8.36,a1*x0*x1 + a3*gauss(x0*(a2 + x1))*tanh(x0) + a4,"{'a1': -0.693, 'a2': -0.645, 'a3': 4.32, 'a4': 8.36}","{'a1': (-0.782012, 0.0503365, -0.0505639), 'a2': (-0.655104, 0.0159932, -0.0158167), 'a3': (4.81527, 0.120368, -0.120135), 'a4': (8.31471, 0.0582502, -0.058242)}","{'a1, a2': 0.4547, 'a1, a3': -0.5222, 'a1, a4': -0.4688, 'a2, a3': -0.2274, 'a2, a4': -0.1463, 'a3, a4': 0.1476}",a1*x0*x1 + a3*gauss(x0*(a2 + x1))*tanh(x0) + a4,0.8557,0.8457,224,201.7,185.7,0.9004,0.8292
13,22,-1.05*x0*x1 + 4.32*(gauss(x0*(x1 - 0.698)) + 0.203)*tanh(x0) + 8.36,a1*x0*x1 + a5 + (a3 + a4*gauss(x0*(a2 + x1)))*tanh(x0),"{'a1': -1.05, 'a2': -0.698, 'a3': 0.8769600000000001, 'a4': 4.32, 'a5': 8.36}","{'a1': (-1.1268, 0.0980882, -0.0966644), 'a2': (-0.691292, 0.0197529, -0.020234), 'a3': (1.23097, 0.303333, -0.307931), 'a4': (3.82123, 0.275052, -0.272406), 'a5': (8.28934, 0.0569081, -0.0569021)}","{'a1, a2': 0.6483, 'a1, a3': -0.8702, 'a1, a4': 0.6712, 'a1, a5': -0.1345, 'a2, a3': -0.5179, 'a2, a4': 0.3752, 'a2, a5': -0.07507, 'a3, a4': -0.9048, 'a3, a5': -0.1095, 'a4, a5': 0.1676}",a1*x0*x1 + a5 + (a3 + a4*gauss(x0*(a2 + x1)))*tanh(x0),0.8126,0.8608,223,179.9,173.8,0.8069,0.7792
14,23,-1.05*x0*x1 + 4.32*(gauss(x0*(x1 - 0.698)) + 0.179)*tanh(x0) + 8.36,a1*x0*x1 + a5 + (a3 + a4*gauss(x0*(a2 + x1)))*tanh(x0),"{'a1': -1.05, 'a2': -0.698, 'a3': 0.77328, 'a4': 4.32, 'a5': 8.36}","{'a1': (-1.1268, 0.0980882, -0.0966644), 'a2': (-0.691292, 0.0197529, -0.020234), 'a3': (1.23097, 0.303333, -0.307931), 'a4': (3.82123, 0.275052, -0.272406), 'a5': (8.28934, 0.0569081, -0.0569021)}","{'a1, a2': 0.6483, 'a1, a3': -0.8702, 'a1, a4': 0.6712, 'a1, a5': -0.1345, 'a2, a3': -0.5179, 'a2, a4': 0.3752, 'a2, a5': -0.07507, 'a3, a4': -0.9048, 'a3, a5': -0.1095, 'a4, a5': 0.1676}",a1*x0*x1 + a5 + (a3 + a4*gauss(x0*(a2 + x1)))*tanh(x0),0.8126,0.8608,223,177.8,173.8,0.7974,0.7792
15,24,-0.68*x0*x1 + 3.91*gauss((x0 - 0.764)*(x1 - 0.555))*tanh(1.44*x0) + 7.95,a2*x0*x1 + a5*gauss((a1 + x0)*(a3 + x1))*tanh(a4*x0) + a6,"{'a1': -0.764, 'a2': -0.68, 'a3': -0.555, 'a4': 1.44, 'a5': 3.91, 'a6': 7.95}","{'a1': (-0.586908, 0.0849855, -0.0855985), 'a2': (-0.819817, 0.0505566, -0.0511513), 'a3': (-0.622891, 0.0204949, -0.0194442), 'a4': (1.11261, 0.0938428, -0.0838878), 'a5': (4.56644, 0.199352, -0.190681), 'a6': (8.04347, 0.0696282, -0.0687283)}","{'a1, a2': 0.3067, 'a1, a3': 0.02169, 'a1, a4': -0.2119, 'a1, a5': 0.1238, 'a1, a6': 0.4397, 'a2, a3': 0.5606, 'a2, a4': 0.04479, 'a2, a5': -0.3529, 'a2, a6': -0.1177, 'a3, a4': 0.05652, 'a3, a5': -0.2236, 'a3, a6': -0.06843, 'a4, a5': -0.8278, 'a4, a6': 0.32, 'a5, a6': -0.2723}",a2*x0*x1 + a5*gauss((a1 + x0)*(a3 + x1))*tanh(a4*x0) + a6,0.7603,0.8782,222,166.1,153.1,0.7484,0.6897
16,26,-0.68*x0*x1 + 3.91*gauss((x0 - 0.709)*(x1 - 0.555) - 0.15)*tanh(1.44*x0) + 7.95,a2*x0*x1 + a6*gauss(a4 + (a1 + x0)*(a3 + x1))*tanh(a5*x0) + a7,"{'a1': -0.709, 'a2': -0.68, 'a3': -0.555, 'a4': -0.15, 'a5': 1.44, 'a6': 3.91, 'a7': 7.95}","{'a1': (-0.60972, 0.0729017, -0.0718577), 'a2': (-0.837914, 0.051026, -0.0518704), 'a3': (-0.557333, 0.0230126, -0.0224233), 'a4': (-0.161077, 0.0317168, -0.0327321), 'a5': (1.15112, 0.0961469, -0.0854813), 'a6': (4.58443, 0.18617, -0.178661), 'a7': (8.01668, 0.0629126, -0.0623896)}","{'a1, a2': 0.2892, 'a1, a3': 0.05774, 'a1, a4': -0.2935, 'a1, a5': -0.2343, 'a1, a6': 0.1722, 'a1, a7': 0.3442, 'a2, a3': 0.5092, 'a2, a4': 0.03389, 'a2, a5': 0.07986, 'a2, a6': -0.3748, 'a2, a7': -0.2051, 'a3, a4': -0.4046, 'a3, a5': 0.1255, 'a3, a6': -0.1782, 'a3, a7': -0.2001, 'a4, a5': -0.03267, 'a4, a6': -0.1177, 'a4, a7': -0.03659, 'a5, a6': -0.82, 'a5, a7': 0.3038, 'a6, a7': -0.2402}",a2*x0*x1 + a6*gauss(a4 + (a1 + x0)*(a3 + x1))*tanh(a5*x0) + a7,0.7049,0.8953,221,153.0,136.3,0.6925,0.6166
17,28,-0.68*x0*x1 + 3.91*gauss((x0 - 0.639)*(x1 - 0.555) - 0.15)*tanh(1.44*x0) + 7.95,a1*x0*x1 + a6*gauss(a4 + (a2 + x0)*(a3 + x1))*tanh(a5*x0) + a7,"{'a1': -0.68, 'a2': -0.639, 'a3': -0.555, 'a4': -0.15, 'a5': 1.44, 'a6': 3.91, 'a7': 7.95}","{'a1': (-0.837917, 0.0510293, -0.0518671), 'a2': (-0.609723, 0.0729042, -0.0718551), 'a3': (-0.557334, 0.0230133, -0.0224227), 'a4': (-0.161079, 0.0317187, -0.0327302), 'a5': (1.15112, 0.0961471, -0.0854811), 'a6': (4.58443, 0.186165, -0.178665), 'a7': (8.01668, 0.0629132, -0.062389)}","{'a1, a2': 0.2892, 'a1, a3': 0.5092, 'a1, a4': 0.03388, 'a1, a5': 0.07985, 'a1, a6': -0.3747, 'a1, a7': -0.2051, 'a2, a3': 0.05775, 'a2, a4': -0.2936, 'a2, a5': -0.2343, 'a2, a6': 0.1722, 'a2, a7': 0.3442, 'a3, a4': -0.4046, 'a3, a5': 0.1255, 'a3, a6': -0.1782, 'a3, a7': -0.2001, 'a4, a5': -0.03267, 'a4, a6': -0.1177, 'a4, a7': -0.03659, 'a5, a6': -0.82, 'a5, a7': 0.3038, 'a6, a7': -0.2402}",a1*x0*x1 + a6*gauss(a4 + (a2 + x0)*(a3 + x1))*tanh(a5*x0) + a7,0.7049,0.8953,221,152.4,136.3,0.6895,0.6166
18,29,(exp(x1) + 0.897)*gauss(x0 - 1.26) + 10.1*gauss(-0.566) + 2.55*tanh(2*x0*(1.04 - 1.0*x1)),a6*tanh(2*x0*(a2*x1 + a5)) + a7*gauss(a3) + (a4 + exp(x1))*gauss(a1 + x0),"{'a1': -1.26, 'a2': -1.0, 'a3': -0.566, 'a4': 0.897, 'a5': 1.04, 'a6': 2.55, 'a7': 10.1}","{'a1': (-1.24006, 0.0240074, -0.0239132), 'a2': (-1.30514, 0.137193, -0.156104), 'a3': (-0.566, 0, 0), 'a4': (1.07102, 0.165503, -0.165507), 'a5': (1.359, 0.162111, -0.141819), 'a6': (2.36118, 0.102015, -0.0979701), 'a7': (9.85995, 0.094789, -0.0948551)}","{'a1, a2': 0.02526, 'a1, a4': -0.0455, 'a1, a5': 0.005398, 'a1, a6': -0.01968, 'a1, a7': -0.0302, 'a2, a4': 0.08948, 'a2, a5': -0.9904, 'a2, a6': 0.6685, 'a2, a7': -0.2557, 'a4, a5': -0.1372, 'a4, a6': -0.2283, 'a4, a7': -0.7217, 'a5, a6': -0.6615, 'a5, a7': 0.2705, 'a6, a7': 0.07624}",a6*tanh(2*x0*(a2*x1 + a5)) + a7*gauss(a3) + (a4 + exp(x1))*gauss(a1 + x0),0.7398,0.8846,222,152.5,138.7,0.6868,0.6248
19,30,(exp(x1) + 1.26)*gauss(x0 - 1.26) + 2.49*tanh(2*x0*(1.04 - 1.0*x1)) + 7.03,a5*tanh(2*x0*(a2*x1 + a3)) + a6 + (-a1 + exp(x1))*gauss(a1 + x0),"{'a1': -1.26, 'a2': -1.0, 'a3': 1.04, 'a4': 1.26, 'a5': 2.49, 'a6': 7.03}","{'a1': (-1.23717, 0.023334, -0.0231014), 'a2': (-1.28767, 0.135433, -0.154335), 'a3': (1.33531, 0.15878, -0.138694), 'a4': (1.26, 0, 0), 'a5': (2.34169, 0.101154, -0.0965438), 'a6': (7.10667, 0.0473532, -0.047491)}","{'a1, a2': 0.02035, 'a1, a3': 0.01571, 'a1, a5': 0.007093, 'a1, a6': 0.05362, 'a2, a3': -0.9867, 'a2, a5': 0.713, 'a2, a6': -0.2737, 'a3, a5': -0.7177, 'a3, a6': 0.2501, 'a5, a6': -0.133}",a5*tanh(2*x0*(a2*x1 + a3)) + a6 + (-a1 + exp(x1))*gauss(a1 + x0),0.7441,0.8833,223,144.0,139.4,0.6458,0.6249
20,31,(x1 + exp(x1))*gauss(x0 - 1.26) + gauss(x1) + 2.55*tanh(2*x0*(1.04 - 1.0*x1)) + 6.63,a4*tanh(2*x0*(a2*x1 + a3)) + a5 + (x1 + exp(x1))*gauss(a1 + x0) + gauss(x1),"{'a1': -1.26, 'a2': -1.0, 'a3': 1.04, 'a4': 2.55, 'a5': 6.63}","{'a1': (-1.2546, 0.0223548, -0.0223024), 'a2': (-1.61771, 0.148873, -0.167095), 'a3': (1.70295, 0.175982, -0.155687), 'a4': (2.31607, 0.0798964, -0.0774413), 'a5': (6.69462, 0.0430172, -0.0431135)}","{'a1, a2': -0.05448, 'a1, a3': 0.0762, 'a1, a4': -0.1184, 'a1, a5': -0.04095, 'a2, a3': -0.9896, 'a2, a4': 0.6684, 'a2, a5': -0.2353, 'a3, a4': -0.675, 'a3, a5': 0.2141, 'a4, a5': -0.0845}",a4*tanh(2*x0*(a2*x1 + a3)) + a5 + (x1 + exp(x1))*gauss(a1 + x0) + gauss(x1),0.6934,0.8987,223,136.5,118.6,0.6123,0.5317
21,33,(x1 + exp(x1))*gauss(x0 - 1.26) + gauss(x1) + 2.34*tanh(3*x0*(1.04 - 1.0*x1)) + 6.63,a4*tanh(3*x0*(a2*x1 + a3)) + a5 + (x1 + exp(x1))*gauss(a1 + x0) + gauss(x1),"{'a1': -1.26, 'a2': -1.0, 'a3': 1.04, 'a4': 2.34, 'a5': 6.63}","{'a1': (-1.2546, 0.0223546, -0.0223026), 'a2': (-1.07849, 0.0992685, -0.111377), 'a3': (1.13532, 0.117301, -0.103812), 'a4': (2.31605, 0.0799067, -0.077431), 'a5': (6.69462, 0.0430153, -0.0431155)}","{'a1, a2': -0.05467, 'a1, a3': 0.07598, 'a1, a4': -0.1184, 'a1, a5': -0.04094, 'a2, a3': -0.9897, 'a2, a4': 0.6705, 'a2, a5': -0.236, 'a3, a4': -0.6728, 'a3, a5': 0.2134, 'a4, a5': -0.08446}",a4*tanh(3*x0*(a2*x1 + a3)) + a5 + (x1 + exp(x1))*gauss(a1 + x0) + gauss(x1),0.6934,0.8987,223,121.2,118.6,0.5437,0.5317
22,35,(x1 + exp(x1) + 0.32)*gauss(x0 - 1.26) + gauss(x1) + 2.46*tanh(3*x0*(1.04 - 1.0*x1)) + 6.63,a5*tanh(3*x0*(a2*x1 + a4)) + a6 + (a3 + x1 + exp(x1))*gauss(a1 + x0) + gauss(x1),"{'a1': -1.26, 'a2': -1.0, 'a3': 0.32, 'a4': 1.04, 'a5': 2.46, 'a6': 6.63}","{'a1': (-1.25455, 0.0211382, -0.0210896), 'a2': (-1.06061, 0.0972562, -0.108831), 'a3': (0.32, 0, 0), 'a4': (1.10742, 0.113637, -0.100904), 'a5': (2.27195, 0.0796161, -0.0771518), 'a6': (6.59865, 0.0427155, -0.0427987)}","{'a1, a2': -0.04528, 'a1, a4': 0.06828, 'a1, a5': -0.1071, 'a1, a6': -0.04773, 'a2, a4': -0.9989, 'a2, a5': 0.6716, 'a2, a6': -0.2342, 'a4, a5': -0.6801, 'a4, a6': 0.2124, 'a5, a6': -0.08104}",a5*tanh(3*x0*(a2*x1 + a4)) + a6 + (a3 + x1 + exp(x1))*gauss(a1 + x0) + gauss(x1),0.6904,0.8995,223,121.2,117.0,0.5437,0.5247
23,36,(exp(x1) + tanh(x1) + 0.743)*gauss(x0 - 1.26) + gauss(x1) + 2.2*tanh(3*x0*(1.04 - 1.0*x1)) + 6.63,a5*tanh(3*x0*(a2*x1 + a4)) + a6 + (a3 + exp(x1) + tanh(x1))*gauss(a1 + x0) + gauss(x1),"{'a1': -1.26, 'a2': -1.0, 'a3': 0.743, 'a4': 1.04, 'a5': 2.2, 'a6': 6.63}","{'a1': (-1.25381, 0.0214615, -0.0214041), 'a2': (-1.08423, 0.104423, -0.117342), 'a3': (0.514239, 0.151134, -0.150999), 'a4': (1.13669, 0.12344, -0.109073), 'a5': (2.188, 0.0814539, -0.0790905), 'a6': (6.59445, 0.0622406, -0.0622486)}","{'a1, a2': -0.02662, 'a1, a3': -0.02009, 'a1, a4': 0.04913, 'a1, a5': -0.07035, 'a1, a6': -0.02451, 'a2, a3': 0.0729, 'a2, a4': -0.9848, 'a2, a5': 0.617, 'a2, a6': -0.2117, 'a3, a4': -0.112, 'a3, a5': -0.2754, 'a3, a6': -0.7284, 'a4, a5': -0.6086, 'a4, a6': 0.2246, 'a5, a6': 0.1481}",a5*tanh(3*x0*(a2*x1 + a4)) + a6 + (a3 + exp(x1) + tanh(x1))*gauss(a1 + x0) + gauss(x1),0.6995,0.8969,222,121.2,115.8,0.5458,0.5218
