,Complexity,PySR equation,Parameterized equation,Parameterization,"Parameters: (best-fit, +1, -1)",Correlation,"Parameterized equation, unscaled",RMSE,R2,NDF,Chi2 (before refit),Chi2,Chi2/NDF (before refit),Chi2/NDF
11,20,(x0**2 + 6.49*gauss(x0*(x0 + 0.798)) + tanh(1.21*x1))*exp(x0),(a3*gauss(x0*(a1 + x0)) + x0**2 + tanh(a2*x1))*exp(x0),"{'a1': 0.798, 'a2': 1.21, 'a3': 6.49}","{'a1': (0.824997, 0.0282699, -0.027744), 'a2': (1.32839, 0.150484, -0.134846), 'a3': (6.50125, 0.130439, -0.129703)}","{'a1, a2': 0.5422, 'a1, a3': 0.5048, 'a2, a3': -0.06034}",(a3*gauss(x0*(a1 + x0)) + x0**2 + tanh(a2*x1))*exp(x0),0.8865,0.7678,149,220.4,218.7,1.479,1.467
12,21,x0 + 7.34*gauss(x0**2 + x0 - 0.659*x1) + 1.18*exp(x0**2),a2*exp(x0**2) + a3*gauss(a1*x1 + x0**2 + x0) + x0,"{'a1': -0.659, 'a2': 1.18, 'a3': 7.34}","{'a1': (-0.704142, 0.0260475, -0.0256357), 'a2': (1.1824, 0.0231582, -0.0231712), 'a3': (7.48657, 0.119839, -0.119835)}","{'a1, a2': 0.2925, 'a1, a3': 0.03638, 'a2, a3': -0.3397}",a2*exp(x0**2) + a3*gauss(a1*x1 + x0**2 + x0) + x0,0.7679,0.8258,149,173.7,167.0,1.166,1.121
13,23,x0*x1 + x0 + 7.34*gauss(x0**2 + x0 - 0.659*x1) + exp(x0**2),a2*gauss(a1*x1 + x0**2 + x0) + x0*x1 + x0 + exp(x0**2),"{'a1': -0.659, 'a2': 7.34}","{'a1': (-0.657161, 0.0253374, -0.0249395), 'a2': (7.52429, 0.111972, -0.111905)}","{'a1, a2': 0.1625}",a2*gauss(a1*x1 + x0**2 + x0) + x0*x1 + x0 + exp(x0**2),0.7758,0.8222,150,166.6,163.6,1.111,1.091
14,24,x0 + 7.34*gauss(x0**2 + x0 - 0.659*x1) + exp(1.06*x0**2) + tanh(x1),a3*gauss(a1*x1 + x0**2 + x0) + x0 + exp(a2*x0**2) + tanh(x1),"{'a1': -0.659, 'a2': 1.06, 'a3': 7.34}","{'a1': (-0.68508, 0.026135, -0.0257332), 'a2': (1.06307, 0.0140132, -0.0143298), 'a3': (7.16166, 0.110023, -0.109975)}","{'a1, a2': 0.1965, 'a1, a3': 0.1374, 'a2, a3': -0.07125}",a3*gauss(a1*x1 + x0**2 + x0) + x0 + exp(a2*x0**2) + tanh(x1),0.7505,0.8336,149,160.9,157.3,1.08,1.056
15,25,x0 + x1 + 6.36*gauss(2.59*x0**2 - 0.758*x1) + exp(x0**2) + 0.597,a2 + a4*gauss(a1*x1 + a3*x0**2) + x0 + x1 + exp(x0**2),"{'a1': -0.758, 'a2': 0.597, 'a3': 2.59, 'a4': 6.36}","{'a1': (-0.72355, 0.0443804, -0.0437153), 'a2': (0.484795, 0.0804149, -0.0813814), 'a3': (2.50412, 0.0837036, -0.0817073), 'a4': (6.61898, 0.14222, -0.141813)}","{'a1, a2': -0.2841, 'a1, a3': -0.7533, 'a1, a4': -0.2865, 'a2, a3': 0.5372, 'a2, a4': -0.4299, 'a3, a4': 0.2141}",a2 + a4*gauss(a1*x1 + a3*x0**2) + x0 + x1 + exp(x0**2),0.6717,0.8667,148,142.3,136.9,0.9615,0.925
16,26,x1 + 6.36*gauss(2.59*x0**2 - 0.758*x1) + exp(x0**2) + tanh(x0) + 0.797,a2 + a4*gauss(a1*x1 + a3*x0**2) + x1 + exp(x0**2) + tanh(x0),"{'a1': -0.758, 'a2': 0.797, 'a3': 2.59, 'a4': 6.36}","{'a1': (-0.757981, 0.0461617, -0.0455544), 'a2': (0.792552, 0.0792544, -0.0801346), 'a3': (2.58714, 0.0891345, -0.0868053), 'a4': (6.35528, 0.145036, -0.144576)}","{'a1, a2': -0.2829, 'a1, a3': -0.7523, 'a1, a4': -0.3002, 'a2, a3': 0.5254, 'a2, a4': -0.417, 'a3, a4': 0.2331}",a2 + a4*gauss(a1*x1 + a3*x0**2) + x1 + exp(x0**2) + tanh(x0),0.6857,0.8611,148,139.8,139.7,0.9443,0.9442
17,27,(6.06*gauss(x0*(2*x0 + 0.484) - 0.606*x1) + tanh(x1) + 0.928)*exp(x0**2) + gauss(x1),(a3 + a4*gauss(a1*x1 + x0*(a2 + 2*x0)) + tanh(x1))*exp(x0**2) + gauss(x1),"{'a1': -0.606, 'a2': 0.484, 'a3': 0.928, 'a4': 6.06}","{'a1': (-0.60289, 0.0405482, -0.0401689), 'a2': (0.49385, 0.0455198, -0.0449506), 'a3': (0.934547, 0.0191565, -0.0191874), 'a4': (6.0201, 0.10268, -0.102051)}","{'a1, a2': -0.8161, 'a1, a3': -0.1285, 'a1, a4': -0.3008, 'a2, a3': 0.2954, 'a2, a4': 0.4858, 'a3, a4': -0.08487}",(a3 + a4*gauss(a1*x1 + x0*(a2 + 2*x0)) + tanh(x1))*exp(x0**2) + gauss(x1),0.6065,0.8913,148,111.2,110.7,0.7515,0.7477
18,28,(6.06*gauss(x0*(2*x0 + 0.484) - 0.595*x1) + tanh(x1) + 0.934)*exp(x0**2) + gauss(x1),(a3 + a4*gauss(a1*x1 + x0*(a2 + 2*x0)) + tanh(x1))*exp(x0**2) + gauss(x1),"{'a1': -0.595, 'a2': 0.484, 'a3': 0.934, 'a4': 6.06}","{'a1': (-0.60289, 0.0405479, -0.0401692), 'a2': (0.49385, 0.0455202, -0.0449502), 'a3': (0.934547, 0.0191566, -0.0191873), 'a4': (6.0201, 0.10268, -0.102051)}","{'a1, a2': -0.8161, 'a1, a3': -0.1285, 'a1, a4': -0.3008, 'a2, a3': 0.2954, 'a2, a4': 0.4858, 'a3, a4': -0.08487}",(a3 + a4*gauss(a1*x1 + x0*(a2 + 2*x0)) + tanh(x1))*exp(x0**2) + gauss(x1),0.6065,0.8913,148,111.0,110.7,0.75,0.7477
19,29,(6.06*gauss(x0*(2*x0 + 0.484) - 0.606*x1) + tanh(x1) + 0.928)*exp(x0**2) + gauss(x1**2),(a3 + a4*gauss(a1*x1 + x0*(a2 + 2*x0)) + tanh(x1))*exp(x0**2) + gauss(x1**2),"{'a1': -0.606, 'a2': 0.484, 'a3': 0.928, 'a4': 6.06}","{'a1': (-0.60273, 0.0399107, -0.0395354), 'a2': (0.498582, 0.0446718, -0.0441293), 'a3': (0.912725, 0.0185506, -0.0185791), 'a4': (5.96279, 0.0995872, -0.0989893)}","{'a1, a2': -0.8167, 'a1, a3': -0.1281, 'a1, a4': -0.3021, 'a2, a3': 0.2952, 'a2, a4': 0.4888, 'a3, a4': -0.08525}",(a3 + a4*gauss(a1*x1 + x0*(a2 + 2*x0)) + tanh(x1))*exp(x0**2) + gauss(x1**2),0.5879,0.8979,148,108.1,104.0,0.7302,0.703
20,30,(6.06*gauss(x0*(2*x0 + 0.484) - 0.606*x1) + tanh(x1) + 0.898)*exp(x0**2) + gauss(x1**2),(a3 + a4*gauss(a1*x1 + x0*(a2 + 2*x0)) + tanh(x1))*exp(x0**2) + gauss(x1**2),"{'a1': -0.606, 'a2': 0.484, 'a3': 0.898, 'a4': 6.06}","{'a1': (-0.60273, 0.0399107, -0.0395354), 'a2': (0.498582, 0.0446718, -0.0441293), 'a3': (0.912725, 0.0185506, -0.0185791), 'a4': (5.96279, 0.0995872, -0.0989893)}","{'a1, a2': -0.8167, 'a1, a3': -0.1281, 'a1, a4': -0.3021, 'a2, a3': 0.2952, 'a2, a4': 0.4888, 'a3, a4': -0.08525}",(a3 + a4*gauss(a1*x1 + x0*(a2 + 2*x0)) + tanh(x1))*exp(x0**2) + gauss(x1**2),0.5879,0.8979,148,106.0,104.0,0.7163,0.703
21,31,(6.06*gauss(x0*(2*x0 + 0.484) - 0.606*x1) + tanh(x1) + 0.938)*exp(x0**2) + gauss(2*x1 - 0.728),(a4 + a5*gauss(a2*x1 + x0*(a3 + 2*x0)) + tanh(x1))*exp(x0**2) + gauss(a1 + 2*x1),"{'a1': -0.728, 'a2': -0.606, 'a3': 0.484, 'a4': 0.938, 'a5': 6.06}","{'a1': (-0.678416, 0.0642568, -0.06208), 'a2': (-0.592094, 0.0380732, -0.0375196), 'a3': (0.480372, 0.0419167, -0.0415973), 'a4': (0.941442, 0.0178249, -0.0178409), 'a5': (6.04814, 0.0965026, -0.0959385)}","{'a1, a2': -0.2548, 'a1, a3': 0.2078, 'a1, a4': 0.1402, 'a1, a5': 0.2465, 'a2, a3': -0.8239, 'a2, a4': -0.1579, 'a2, a5': -0.341, 'a3, a4': 0.3167, 'a3, a5': 0.512, 'a4, a5': -0.04774}",(a4 + a5*gauss(a2*x1 + x0*(a3 + 2*x0)) + tanh(x1))*exp(x0**2) + gauss(a1 + 2*x1),0.5497,0.9107,147,94.27,93.48,0.6413,0.6359
22,32,(6.06*gauss(x0*(2*x0 + 0.484) - 0.595*x1) + tanh(x1) + 0.934)*exp(x0**2) + gauss(2*x1 - 0.639),(a4 + a5*gauss(a2*x1 + x0*(a3 + 2*x0)) + tanh(x1))*exp(x0**2) + gauss(a1 + 2*x1),"{'a1': -0.639, 'a2': -0.595, 'a3': 0.484, 'a4': 0.934, 'a5': 6.06}","{'a1': (-0.678456, 0.0642961, -0.0620407), 'a2': (-0.59209, 0.0380691, -0.0375237), 'a3': (0.480368, 0.04192, -0.0415939), 'a4': (0.941441, 0.0178261, -0.0178397), 'a5': (6.04813, 0.0965139, -0.0959272)}","{'a1, a2': -0.2548, 'a1, a3': 0.2078, 'a1, a4': 0.1403, 'a1, a5': 0.2465, 'a2, a3': -0.8239, 'a2, a4': -0.158, 'a2, a5': -0.341, 'a3, a4': 0.3167, 'a3, a5': 0.512, 'a4, a5': -0.04771}",(a4 + a5*gauss(a2*x1 + x0*(a3 + 2*x0)) + tanh(x1))*exp(x0**2) + gauss(a1 + 2*x1),0.5497,0.9107,147,93.95,93.48,0.6391,0.6359
23,34,(6.06*gauss(x0*(2*x0 + 0.484) - 0.606*x1) + tanh(x1) + 0.896)*exp(x0**2) + 1.25*gauss(2*x1 - 0.623),a5*gauss(a1 + 2*x1) + (a4 + a6*gauss(a2*x1 + x0*(a3 + 2*x0)) + tanh(x1))*exp(x0**2),"{'a1': -0.623, 'a2': -0.606, 'a3': 0.484, 'a4': 0.896, 'a5': 1.25, 'a6': 6.06}","{'a1': (-0.74409, 0.0496841, -0.0465035), 'a2': (-0.639122, 0.0388267, -0.0384691), 'a3': (0.549398, 0.045331, -0.0448183), 'a4': (0.840812, 0.0321148, -0.0322488), 'a5': (1.52288, 0.141772, -0.14088), 'a6': (5.86301, 0.107325, -0.107548)}","{'a1, a2': -0.1164, 'a1, a3': 0.04097, 'a1, a4': 0.3314, 'a1, a5': -0.3467, 'a1, a6': 0.3588, 'a2, a3': -0.8392, 'a2, a4': 0.1685, 'a2, a5': -0.2821, 'a2, a6': -0.1536, 'a3, a4': -0.178, 'a3, a5': 0.3789, 'a3, a6': 0.2267, 'a4, a5': -0.8543, 'a4, a6': 0.397, 'a5, a6': -0.5003}",a5*gauss(a1 + 2*x1) + (a4 + a6*gauss(a2*x1 + x0*(a3 + 2*x0)) + tanh(x1))*exp(x0**2),0.5129,0.9223,146,91.71,85.23,0.6281,0.5838
